,arxiv_link,pdf_link,title,authors,abstract,submitted
1033,https://arxiv.org/abs/1902.03825,https://arxiv.org/pdf/1902.03825,Prediction of Malignant & Benign Breast Cancer: A Data Mining Approach in Healthcare Applications,"Authors: Vivek Kumar, Brojo Kishore Mishra, Manuel Mazzara, Dang N. H. Thanh, Abhishek Verma","Abstract: As much as data science is playing a pivotal role everywhere, healthcare also finds it prominent application. Breast Cancer is the top rated type of cancer amongst women; which took away 627,000 lives alone. This high mortality rate due to breast cancer does need attention, for early detection so that prevention can be done in time. As a potential contributo… ▽ More","Submitted 23 February, 2019; v1 submitted 11 February, 2019; originally announced February 2019."
1034,https://arxiv.org/abs/1902.03562,https://arxiv.org/pdf/1902.03562,A Novel Secure Authentication Scheme for Heterogeneous Internet of Thing,"Authors: Jingwei Liu, Ailian Ren, Lihuan Zhang, Rong Sun, Xiaojiang Du, Mohsen Guizani","Abstract: Today, Internet of Things (IoT) technology is being increasingly popular which is applied in a wide range of industry sectors such as healthcare, transportation and some critical infrastructures. With the widespread applications of IoT technology, people's lives have changed dramatically. Due to its capabilities of sensitive data-aware, information colle… ▽ More","Submitted 10 February, 2019; originally announced February 2019."
1035,https://arxiv.org/abs/1902.03541,https://arxiv.org/pdf/1902.03541,Human Computer Interaction Design for Mobile Devices Based on a Smart Healthcare Architecture,"Authors: Pu Liu, Sidney Fels, Nicholas West, Matthias Görges",Abstract: Smart and IoT-enabled mobile devices have the potential to enhance healthcare services for both patients and… ▽ More,"Submitted 10 February, 2019; originally announced February 2019."
1036,https://arxiv.org/abs/1902.03376,https://arxiv.org/pdf/1902.03376,Measuring Patient Similarities via a Deep Architecture with Medical Concept Embedding,"Authors: Zihao Zhu, Changchang Yin, Buyue Qian, Yu Cheng, Jishang Wei, Fei Wang","Abstract: Evaluating the clinical similarities between pairwise patients is a fundamental problem in healthcare informatics. A proper patient similarity measure enables various downstream applications, such as cohort study and treatment comparative effectiveness research. One major carrier for conducting patient similarity research is Electronic Health Records(EHRs),… ▽ More","Submitted 9 February, 2019; originally announced February 2019."
1037,https://arxiv.org/abs/1902.03368,https://arxiv.org/pdf/1902.03368,Skin Lesion Analysis Toward Melanoma Detection 2018: A Challenge Hosted by the International Skin Imaging Collaboration (ISIC),"Authors: Noel Codella, Veronica Rotemberg, Philipp Tschandl, M. Emre Celebi, Stephen Dusza, David Gutman, Brian Helba, Aadi Kalloo, Konstantinos Liopyris, Michael Marchetti, Harald Kittler, Allan Halpern","Abstract: …on test data can have different abilities to generalize. This is an important consideration for agencies regulating the growing set of machine learning tools in the healthcare domain, and sets a new standard for future public challenges in healthcare. ▽ More","Submitted 29 March, 2019; v1 submitted 8 February, 2019; originally announced February 2019."
1038,https://arxiv.org/abs/1902.03317,https://arxiv.org/pdf/1902.03317,PASTA: A Parallel Sparse Tensor Algorithm Benchmark Suite,"Authors: Jiajia Li, Yuchen Ma, Xiaolong Wu, Ang Li, Kevin Barker","Abstract: Tensor methods have gained increasingly attention from various applications, including machine learning, quantum chemistry, healthcare analytics, social network analysis, data mining, and signal processing, to name a few. Sparse tensors and their algorithms become critical to further improve the performance of these methods and enhance the interpretability o… ▽ More","Submitted 8 February, 2019; originally announced February 2019."
1039,https://arxiv.org/abs/1902.03271,https://arxiv.org/pdf/1902.03271,"Does the ""Artificial Intelligence Clinician"" learn optimal treatment strategies for sepsis in intensive care?","Authors: Russell Jeter, Christopher Josef, Supreeth Shashikumar, Shamim Nemati","Abstract: …Learning"" increased by 46% (4,317 to 6,307). The results of studies involving machine learning, artificial intelligence (AI), and big data have captured the attention of healthcare practitioners,… ▽ More","Submitted 8 February, 2019; originally announced February 2019."
1040,https://arxiv.org/abs/1902.03043,https://arxiv.org/pdf/1902.03043,A Bayesian Deep Learning Framework for End-To-End Prediction of Emotion from Heartbeat,"Authors: Ross Harper, Joshua Southern","Abstract: …established datasets and achieved peak classification accuracy of 90%. These results lay the foundation for applications of affective computing in real-world domains such as healthcare, where a high premium is placed on non-invasive collection of data, and predictive certainty. ▽ More","Submitted 19 April, 2020; v1 submitted 8 February, 2019; originally announced February 2019."
1041,https://arxiv.org/abs/1902.02905,https://arxiv.org/pdf/1902.02905,Mobile Artificial Intelligence Technology for Detecting Macula Edema and Subretinal Fluid on OCT Scans: Initial Results from the DATUM alpha Study,"Authors: Stephen G. Odaibo, Mikelson MomPremier, Richard Y. Hwang, Salman J. Yousuf, Steven L. Williams, Joshua Grant",Abstract: Artificial Intelligence (AI) is necessary to address the large and growing deficit in retina and healthcare access globally. And mobile AI diagnostic platforms running in the Cloud may effectively and efficiently distribute such AI capability. Here we sought to evaluate the feasibility of Cloud-based mobile artificial intelligence for detection of retinal di… ▽ More,"Submitted 12 February, 2019; v1 submitted 7 February, 2019; originally announced February 2019."
1042,https://arxiv.org/abs/1902.02898,https://arxiv.org/pdf/1902.02898,Achieving Data Utility-Privacy Tradeoff in Internet of Medical Things: A Machine Learning Approach,"Authors: Zhitao Guan, Zefang Lv, Xiaojiang Du, Longfei Wu, Mohsen Guizani","Abstract: The emergence and rapid development of the Internet of Medical Things (IoMT), an application of the Internet of Things into the medical and healthcare systems, have brought many changes and challenges to modern medical and healthcare systems. Particularly, machine learning technology can be used to process the data inv… ▽ More","Submitted 7 February, 2019; originally announced February 2019."
1043,https://arxiv.org/abs/1902.02037,https://arxiv.org/pdf/1902.02037,Bidirectional Inference Networks: A Class of Deep Bayesian Networks for Health Profiling,"Authors: Hao Wang, Chengzhi Mao, Hao He, Mingmin Zhao, Tommi S. Jaakkola, Dina Katabi","Abstract: …, risk of diseases) given other observed variables (e.g., symptoms and diagnosed diseases) and high-dimensional signals (e.g., MRI images or EEG). This is a common problem in healthcare since variables of interest often differ for different patients. Existing methods including Bayesian networks and structured prediction either do not incorporate high-dimensi… ▽ More","Submitted 6 February, 2019; originally announced February 2019."
1044,https://arxiv.org/abs/1902.02014,https://arxiv.org/pdf/1902.02014,Detection of virulence factors and beta-lactamase encoding genes among the clinical isolates of Pseudomonas aeruginosa,"Authors: Fazlul MKK, Najnin A, Farzana Y, Rashid MA, Deepthi S, Srikumar C, SS Rashid, Nazmul MHM",Abstract: Background: Pseudomonas aeruginosa has emerged as a significant opportunistic bacterial pathogen that causes nosocomial infections in healthcare settings resulting in treatment failure throughout the world. This study was carried out to compare the relatedness between virulence characteristics and \b{eta}-lactamase encoding genes producing Pseudomonas aerugi… ▽ More,"Submitted 5 February, 2019; originally announced February 2019."
1045,https://arxiv.org/abs/1902.01947,https://arxiv.org/pdf/1902.01947,Design and Implementation of Location and Activity Monitoring System Based on LoRa,"Authors: Shengwei Lin, Ziqiang Ying, Kan Zheng","Abstract: The location and human activity are usually used as one of the important parameters to monitor the health status in healthcare devices. However, nearly all existing location and monitoring systems have the limitation of short-range communication and high power consumption. In this paper, we propose a new mechanism to collect and transmit monitoring informati… ▽ More","Submitted 27 January, 2019; originally announced February 2019."
1046,https://arxiv.org/abs/1902.01918,https://arxiv.org/pdf/1902.01918,CMS Sematrix: A Tool to Aid the Development of Clinical Quality Measures (CQMs),"Authors: Michael A. Schwemmer, Po-Hsu Chen, Mithun Balakrishna, Amy Leibrand, Aaron Leonard, Nancy J. McMillan, Jeffrey J. Geppert","Abstract: As part of the effort to improve quality and to reduce national healthcare costs, the Centers for Medicare and Medicaid Services (CMS) are responsible for creating and maintaining an array of clinical quality measures (CQMs) for assessing… ▽ More","Submitted 5 February, 2019; originally announced February 2019."
1047,https://arxiv.org/abs/1902.01659,https://arxiv.org/pdf/1902.01659,Early Recognition of Sepsis with Gaussian Process Temporal Convolutional Networks and Dynamic Time Warping,"Authors: Michael Moor, Max Horn, Bastian Rieck, Damian Roqueiro, Karsten Borgwardt","Abstract: Sepsis is a life-threatening host response to infection associated with high mortality, morbidity, and health costs. Its management is highly time-sensitive since each hour of delayed treatment increases mortality due to irreversible organ damage. Meanwhile, despite decades of clinical research, robust biomarkers for sepsis are missing. Therefore, detecting sepsis early by utilizing the affluence… ▽ More","Submitted 15 October, 2020; v1 submitted 5 February, 2019; originally announced February 2019."
1048,https://arxiv.org/abs/1902.01522,https://arxiv.org/pdf/1902.01522,Active Image Synthesis for Efficient Labeling,"Authors: Jialei Chen, Yujia Xie, Kan Wang, Chuck Zhang, Mani A. Vannan, Ben Wang, Zhen Qian","Abstract: The great success achieved by deep neural networks attracts increasing attention from the manufacturing and healthcare communities. However, the limited availability of data and high costs of data collection are the major challenges for the applications in those fields. We propose in this work AISEL, an active image synthesis method for efficient labeling to… ▽ More","Submitted 4 August, 2020; v1 submitted 4 February, 2019; originally announced February 2019."
1049,https://arxiv.org/abs/1902.01233,https://arxiv.org/pdf/1902.01233,Improved Visualisation of Patient-Specific Heart Structure Using Three-Dimensional Printing Coupled with Image-Processing Techniques Inspired by Astrophysical Methods,"Authors: I. Brewis, J. A. McLaughlin","Abstract: …improved visualisation of patient-specific heart structure and thereby allowing for an improved quality of procedural planning with regards to individualized cardiovascular healthcare. Using anonymized patient DICOM data for a cardiac computed tomography (CT) angiography, two-dimensional slices of the patient's heart were processed using a series of soft… ▽ More","Submitted 1 February, 2019; originally announced February 2019."
1050,https://arxiv.org/abs/1902.01071,https://arxiv.org/pdf/1902.01071,Model reduction methodology for computational simulations of endovascular repair,"Authors: V. Acosta Santamaría, G. Daniel, D. Perrin, J. Albertini, E. Rosset, S. Avril","Abstract: Endovascular aneurysm repair (EVAR) is a current alternative treatment for thoracic and abdominal aortic aneurysms, but is still sometimes compromised by possible complications such as device migration or endoleaks. In order to assist clinicians in preventing these complications, finite element analysis (FEA) is a promising tool. However, the strong material and geometrical nonlinearities added to… ▽ More","Submitted 4 February, 2019; originally announced February 2019."
1051,https://arxiv.org/abs/1902.00981,https://arxiv.org/pdf/1902.00981,Learning Counterfactual Representations for Estimating Individual Dose-Response Curves,"Authors: Patrick Schwab, Lorenz Linhardt, Stefan Bauer, Joachim M. Buhmann, Walter Karlen","Abstract: …what would be an individual's potential response to varying levels of exposure to a treatment is of high practical relevance for several important fields, such as healthcare, economics and public policy. However, existing methods for learning to estimate counterfactual outcomes from observational data are either focused on estimating average dose-respons… ▽ More","Submitted 27 May, 2019; v1 submitted 3 February, 2019; originally announced February 2019."
1052,https://arxiv.org/abs/1902.00679,https://arxiv.org/pdf/1902.00679,"Natural Language Processing, Sentiment Analysis and Clinical Analytics",Authors: Adil Rajput,"Abstract: …media to discern sentiment and emotions expression. Health Informatics and Clinical Analytics depend heavily on information gathered from diverse sources. Traditionally, a healthcare practitioner will ask a patient to fill out a questionnaire that will form the basis of diagnosing the medical condition. However, medical practitioners have access to many sour… ▽ More","Submitted 2 February, 2019; originally announced February 2019."
1053,https://arxiv.org/abs/1902.00675,https://arxiv.org/pdf/1902.00675,Characterizing IOMT/Personal Area Networks Landscape,"Authors: Adil Rajput, Tayeb Brahimi",Abstract: …revolutionizing the way business processes are conducted. Health Informatics is a nascent multidisciplinary field that aims at applying information engineering concepts to healthcare. The information traditionally came from a variety of sources such as healthcare IT systems but recently is being stored in variety of IO… ▽ More,"Submitted 2 February, 2019; originally announced February 2019."
1054,https://arxiv.org/abs/1901.10530,https://arxiv.org/pdf/1901.10530,An Advanced Conceptual Diagnostic Healthcare Framework for Diabetes and Cardiovascular Disorders,"Authors: M. Sharma, G. Singh, R. Singh","Abstract: The data mining along with emerging computing techniques have astonishingly influenced the healthcare industry. Researchers have used different Data Mining and Internet of Things (IoT) for enrooting a programmed solution for diabetes and heart patients. However, still, more advanced and united solution is needed that can offer a therapeutic opinion to indivi… ▽ More","Submitted 13 January, 2019; originally announced January 2019."
1055,https://arxiv.org/abs/1901.10435,https://arxiv.org/pdf/1901.10435,A Deep Learning Framework for Assessing Physical Rehabilitation Exercises,"Authors: Y. Liao, A. Vakanski, M. Xian","Abstract: …based on processing movement data captured with a sensory system. Despite the essential role of rehabilitation assessment toward improved patient outcomes and reduced healthcare costs, existing approaches lack versatility, robustness, and practical relevance. In this paper, we propose a deep learning-based framework for automated assessment of the quality o… ▽ More","Submitted 22 January, 2020; v1 submitted 29 January, 2019; originally announced January 2019."
1056,https://arxiv.org/abs/1901.09035,https://arxiv.org/pdf/1901.09035,Towards Interpretable Deep Neural Networks by Leveraging Adversarial Examples,"Authors: Yinpeng Dong, Fan Bao, Hang Su, Jun Zhu","Abstract: Sometimes it is not enough for a DNN to produce an outcome. For example, in applications such as healthcare, users need to understand the rationale of the decisions. Therefore, it is imperative to develop algorithms to learn models with good interpretability (Doshi-Velez 2017). An important factor that leads to the lack of interpretability of DNNs is the amb… ▽ More","Submitted 24 January, 2019; originally announced January 2019."
1057,https://arxiv.org/abs/1901.08201,https://arxiv.org/pdf/1901.08201,ISeeU: Visually interpretable deep learning for mortality prediction inside the ICU,"Authors: William Caicedo-Torres, Jairo Gutierrez","Abstract: …tasks and research suggests deep neural networks are able to outperform traditional techniques. Nevertheless, a main impediment for the adoption of Deep Learning in healthcare is its reduced interpretability, for in this field it is crucial to gain insight on the why of predictions, to assure that models are actually learning relevant features instead of spu… ▽ More","Submitted 23 January, 2019; originally announced January 2019."
1058,https://arxiv.org/abs/1901.07601,https://arxiv.org/pdf/1901.07601,CREATE: Cohort Retrieval Enhanced by Analysis of Text from Electronic Health Records using OMOP Common Data Model,"Authors: Sijia Liu, Yanshan Wang, Andrew Wen, Liwei Wang, Na Hong, Feichen Shen, Steven Bedrick, William Hersh, Hongfang Liu","Abstract: Background: Widespread adoption of electronic health records (EHRs) has enabled secondary use of EHR data for clinical research and healthcare delivery. Natural language processing (NLP) techniques have shown promise in their capability to extract the embedded information in unstructured clinical data, and information retrieval (IR) techniques provide flexib… ▽ More","Submitted 22 January, 2019; originally announced January 2019."
1059,https://arxiv.org/abs/1901.07287,https://arxiv.org/pdf/1901.07287,RICERCANDO: Data Mining Toolkit for Mobile Broadband Measurements,"Authors: Veljko Pejovic, Ivan Majhen, Miha Janez, Blaz Zupan","Abstract: Increasing reliance on mobile broadband (MBB) networks for communication, vehicle navigation, healthcare, and other critical purposes calls for improved monitoring and troubleshooting of such networks. While recent advances in monitoring with crowdsourced as well as network infrastructure-based methods allow us to tap into a number of performance metrics fro… ▽ More","Submitted 22 January, 2019; originally announced January 2019."
1060,https://arxiv.org/abs/1901.04847,https://arxiv.org/pdf/1901.04847,Determining Multifunctional Genes and Diseases in Human Using Gene Ontology,"Authors: Hisham Al-Mubaid, Sasikanth Potu, M. Shenify","Abstract: The study of human genes and diseases is very rewarding and can lead to improvements in healthcare, disease diagnostics and drug discovery. In this paper, we further our previous study on gene disease relationship specifically with the multifunctional genes. We investigate the multifunctional gene disease relationship based on the published molecular functio… ▽ More","Submitted 11 January, 2019; originally announced January 2019."
1061,https://arxiv.org/abs/1901.04676,https://arxiv.org/pdf/1901.04676,Online Algorithm for Unsupervised Sensor Selection,"Authors: Arun Verma, Manjesh K. Hanawal, Csaba Szepesvári, Venkatesh Saligrama","Abstract: In many security and healthcare systems, the detection and diagnosis systems use a sequence of sensors/tests. Each test outputs a prediction of the latent state and carries an inherent cost. However, the correctness of the predictions cannot be evaluated since the ground truth annotations may not be available. Our objective is to learn strategies for selecti… ▽ More","Submitted 4 March, 2019; v1 submitted 15 January, 2019; originally announced January 2019."
1062,https://arxiv.org/abs/1901.04545,https://arxiv.org/pdf/1901.04545,Model Checking Clinical Decision Support Systems Using SMT,"Authors: Mohammad Hekmatnejad, Andrew M. Simms, Georgios Fainekos","Abstract: …clinical Knowledge Artifacts (KA) are designed to be used in Clinical Decision Support (CDS) systems at the point of care for delivery of safe, evidence-based care in modern healthcare systems. For formal authoring of a KA, syntax verification and validation is guaranteed by the grammar. However, there are no methods for semantic verification. Any semantic f… ▽ More","Submitted 4 March, 2019; v1 submitted 10 January, 2019; originally announced January 2019."
1063,https://arxiv.org/abs/1901.03326,https://arxiv.org/pdf/1901.03326,High Throughput Computation of Reference Ranges of Biventricular Cardiac Function on the UK Biobank Population Cohort,"Authors: Rahman Attar, Marco Pereanez, Ali Gooya, Xenia Alba, Le Zhang, Stefan K. Piechnik, Stefan Neubauer, Steffen E. Petersen, Alejandro F. Frangi","Abstract: The exploitation of large-scale population data has the potential to improve healthcare by discovering and understanding patterns and trends within this data. To enable high throughput analysis of cardiac imaging data automatically, a pipeline should comprise quality monitoring of the input images, segmentation of the cardiac structures, assessment of the se… ▽ More","Submitted 10 January, 2019; originally announced January 2019."
1064,https://arxiv.org/abs/1901.03295,https://arxiv.org/pdf/1901.03295,Generalization Studies of Neural Network Models for Cardiac Disease Detection Using Limited Channel ECG,"Authors: Deepta Rajan, David Beymer, Girish Narayan","Abstract: Acceleration of machine learning research in healthcare is challenged by lack of large annotated and balanced datasets. Furthermore, dealing with measurement inaccuracies and exploiting unsupervised data are considered to be central to improving existing solutions. In particular, a primary objective in predictive modeling is to generalize well to both unseen… ▽ More","Submitted 4 January, 2019; originally announced January 2019."
1065,https://arxiv.org/abs/1901.03209,https://arxiv.org/pdf/1901.03209,Variable Importance Clouds: A Way to Explore Variable Importance for the Set of Good Models,"Authors: Jiayun Dong, Cynthia Rudin","Abstract: Variable importance is central to scientific studies, including the social sciences and causal inference, healthcare, and other domains. However, current notions of variable importance are often tied to a specific predictive model. This is problematic: what if there were multiple well-performing predictive models, and a specific variable is important to some… ▽ More","Submitted 9 February, 2020; v1 submitted 10 January, 2019; originally announced January 2019."
1066,https://arxiv.org/abs/1901.02858,https://arxiv.org/pdf/1901.02858,Adaptive Feature Processing for Robust Human Activity Recognition on a Novel Multi-Modal Dataset,"Authors: Mirco Moencks, Varuna De Silva, Jamie Roche, Ahmet Kondoz","Abstract: …This multimodal dataset is the first of its kind to be made openly available and can be exploited for many applications that require HAR, including sports analytics, healthcare assistance and indoor intelligent mobility. We propose a novel data preprocessing algorithm to enable adaptive feature extraction from the dataset to be utilized by different machine… ▽ More","Submitted 9 January, 2019; originally announced January 2019."
1067,https://arxiv.org/abs/1901.02714,https://arxiv.org/pdf/1901.02714,Hourly Forecasting of Emergency Department Arrivals : Time Series Analysis,Authors: Avishek Choudhury,Abstract: …of 1.001 and an RMSE of 1.55 was obtained. Conclusions: ARIMA can be used to provide hourly forecasts for ED arrivals and can be utilized as a decision support system in the healthcare industry. Application: This technique can be implemented in hospitals worldwide to predict ED patient arrival. ▽ More,"Submitted 5 January, 2019; originally announced January 2019."
1068,https://arxiv.org/abs/1901.02427,https://arxiv.org/pdf/1901.02427,Adaptive Activity Monitoring with Uncertainty Quantification in Switching Gaussian Process Models,"Authors: Randy Ardywibowo, Guang Zhao, Zhangyang Wang, Bobak Mortazavi, Shuai Huang, Xiaoning Qian","Abstract: Emerging wearable sensors have enabled the unprecedented ability to continuously monitor human activities for healthcare purposes. However, with so many ambient sensors collecting different measurements, it becomes important not only to maintain good monitoring accuracy, but also low power consumption to ensure sustainable monitoring. This power-efficient se… ▽ More","Submitted 8 January, 2019; originally announced January 2019."
1069,https://arxiv.org/abs/1901.02426,https://arxiv.org/pdf/1901.02426,Designing Data Protection for GDPR Compliance into IoT Healthcare Systems,"Authors: Florian Kammüller, Oladapo O. Ogunyanwo, Christian W. Probst","Abstract: In this paper, we investigate the implications of the General Data Privacy Regulation (GDPR) on the design of an IoT healthcare system. On 25th May 2018, the GDPR has become mandatory within the European Union and hence also for all suppliers of IT products. Infringements on the regulation are now fined with penalties of up 20 Million EUR or 4\% of the annua… ▽ More","Submitted 8 January, 2019; originally announced January 2019."
1070,https://arxiv.org/abs/1901.00751,https://arxiv.org/pdf/1901.00751,Low-Cost Device Prototype for Automatic Medical Diagnosis Using Deep Learning Methods,Authors: Neil Deshmukh,"Abstract: …device prototype for the automatic diagnosis of diseases, utilizing inputted symptoms and personal background. The engineering goal is to solve the problem of limited healthcare access with a single device. Diagnosing diseases automatically is an immense challenge, owing to their variable properties and symptoms. On the other hand, Neural Networks have devel… ▽ More","Submitted 3 January, 2019; v1 submitted 26 December, 2018; originally announced January 2019."
1071,https://arxiv.org/abs/1901.00746,https://arxiv.org/pdf/1901.00746,Multi-task Prediction of Patient Workload,"Authors: Mohammad Hessam Olya, Dongxiao Zhu, Kai Yang",Abstract: Developing reliable workload predictive models can affect many aspects of clinical decision making procedure. The primary challenge in healthcare systems is handling the demand uncertainty over the time. This issue becomes more critical for the… ▽ More,"Submitted 27 December, 2018; originally announced January 2019."
1072,https://arxiv.org/abs/1901.00663,https://arxiv.org/pdf/1901.00663,Efficient augmentation and relaxation learning for individualized treatment rules using observational data,"Authors: Ying-Qi Zhao, Eric B. Laber, Yang Ning, Sumona Saha, Bruce Sands","Abstract: Individualized treatment rules aim to identify if, when, which, and to whom treatment should be applied. A globally aging population, rising healthcare costs, and increased access to patient-level data have created an urgent need for high-quality estimators of individualized treatment rules that can be applied to observational data. A recent and promising li… ▽ More","Submitted 3 January, 2019; originally announced January 2019."
1073,https://arxiv.org/abs/1901.00424,https://arxiv.org/pdf/1901.00424,"Consumption, Investment, and Healthcare with Aging","Authors: Paolo Guasoni, Yu-Jui Huang","Abstract: This paper solves the problem of optimal dynamic consumption, investment, and healthcare spending with isoelastic utility, when natural mortality grows exponentially to reflect Gompertz' law and investment opportunities are constant.… ▽ More","Submitted 7 January, 2019; v1 submitted 2 January, 2019; originally announced January 2019."
1074,https://arxiv.org/abs/1812.11097,https://arxiv.org/pdf/1812.11097,Predicting with Proxies: Transfer Learning in High Dimension,Authors: Hamsa Bastani,"Abstract: …of features). Our proof relies on a new LASSO tail inequality for approximately sparse vectors. Finally, we demonstrate the effectiveness of our approach on e-commerce and healthcare datasets; in both cases, we achieve significantly better predictive accuracy as well as managerial insights into the nature of the bias in the proxy data. ▽ More","Submitted 5 May, 2020; v1 submitted 28 December, 2018; originally announced December 2018."
1075,https://arxiv.org/abs/1812.11028,https://arxiv.org/pdf/1812.11028,Evaluating Patient Readmission Risk: A Predictive Analytics Approach,"Authors: Avishek Choudhury, Christopher M Greene","Abstract: …Readmission Reduction Program of the Center for Medicare and Medicaid Services on October 1, 2012, forecasting unplanned patient readmission risk became crucial to the healthcare domain. There are tangible works in the literature emphasizing on developing readmission risk prediction models; However, the models are not accurate enough to be deployed in an act… ▽ More","Submitted 20 August, 2019; v1 submitted 11 December, 2018; originally announced December 2018."
1076,https://arxiv.org/abs/1812.10381,https://arxiv.org/pdf/1812.10381,Decision Support System for Renal Transplantation,"Authors: Ehsan Khan, Avishek Choudhury, Amy L Friedman, Daehan Won","Abstract: …centers associated with an organ procurement organization located in New York City, NY. The predicting model yielding best performance measures can be beneficial to the healthcare industry. Transplant centers and organ procurement organizations can take advantage of the prediction model to efficiently predict the outcome of kidney transplantation. Consequent… ▽ More","Submitted 11 December, 2018; originally announced December 2018."
1077,https://arxiv.org/abs/1812.09659,https://arxiv.org/pdf/1812.09659,Artificial neural networks condensation: A strategy to facilitate adaption of machine learning in medical settings by reducing computational burden,"Authors: Dianbo Liu, Nestor Sepulveda, Ming Zheng","Abstract: Machine Learning (ML) applications on healthcare can have a great impact on people's lives helping deliver better and timely treatment to those in need. At the same time, medical data is usually big and sparse requiring important computational resources. Although it might not be a problem for wide-adoption of ML tools in developed nations, availability o… ▽ More","Submitted 23 December, 2018; originally announced December 2018."
1078,https://arxiv.org/abs/1812.09549,https://arxiv.org/pdf/1812.09549,Neural networks versus Logistic regression for 30 days all-cause readmission prediction,"Authors: Ahmed Allam, Mate Nagy, George Thoma, Michael Krauthammer","Abstract: …in the US. Readmission within 30 days after a HF hospitalization is both a recognized indicator for disease progression and a source of considerable financial burden to the healthcare system. Consequently, the identification of patients at risk for readmission is a key step in improving disease management and patient outcome. In this work, we used a large ad… ▽ More","Submitted 22 December, 2018; originally announced December 2018."
1079,https://arxiv.org/abs/1812.08577,https://arxiv.org/pdf/1812.08577,Computational Anatomy for Multi-Organ Analysis in Medical Imaging: A Review,"Authors: Juan J. Cerrolaza, Mirella Lopez-Picazo, Ludovic Humbert, Yoshinobu Sato, Daniel Rueckert, Miguel Angel Gonzalez Ballester, Marius George Linguraru","Abstract: …anatomy, the particularities of each anatomical region, and the potential of multi-organ analysis to increase the impact of 35 medical imaging applications on the future of healthcare. ▽ More","Submitted 20 December, 2018; originally announced December 2018."
1080,https://arxiv.org/abs/1812.07715,https://arxiv.org/pdf/1812.07715,A Tour of Unsupervised Deep Learning for Medical Image Analysis,"Authors: Khalid Raza, Nripendra Kumar Singh","Abstract: Interpretation of medical images for diagnosis and treatment of complex disease from high-dimensional and heterogeneous data remains a key challenge in transforming healthcare. In the last few years, both supervised and unsupervised deep learning achieved promising results in the area of medical imaging and image analysis. Unlike supervised learning which is… ▽ More","Submitted 19 December, 2018; originally announced December 2018."
1081,https://arxiv.org/abs/1812.07211,https://arxiv.org/pdf/1812.07211,Interpretable Optimal Stopping,"Authors: Dragos Florin Ciocan, Velibor V. Mišić","Abstract: Optimal stopping is the problem of deciding when to stop a stochastic system to obtain the greatest reward, arising in numerous application areas such as finance, healthcare and marketing. State-of-the-art methods for high-dimensional optimal stopping involve approximating the value function or the continuation value, and then using that approximation within… ▽ More","Submitted 30 December, 2019; v1 submitted 18 December, 2018; originally announced December 2018."
1082,https://arxiv.org/abs/1812.06090,https://arxiv.org/pdf/1812.06090,Humanoid Robot-Application and Influence,"Authors: Avishek Choudhury, Huiyang Li, Christopher Greene, Sunanda Perumalla","Abstract: Application of humanoid robots has been common in the field of healthcare and education. It has been recurrently used to improve social behavior and mollify distress level among children with autism, cancer and cerebral palsy. This article discusses the same from a human factors perspective. It shows how people of different age and gender have a different op… ▽ More","Submitted 14 December, 2018; originally announced December 2018."
1083,https://arxiv.org/abs/1812.04712,https://arxiv.org/pdf/1812.04712,Patient-Centric Cellular Networks Optimization using Big Data Analytics,"Authors: Mohammed S. Hadi, Ahmed Q. Lawey, Taisir E. H. El-Gorashi, J. M. H Elmirghani","Abstract: …an imminent stroke. This prediction is used to ensure that the OP is assigned an optimal LTE-A Physical Resource Blocks (PRBs) to transmit their critical data to their healthcare provider with minimal delay. To the best of our knowledge, this is the first time big data analytics are utilized to optimize a cellular network in an OP-conscious manner. The PRBs… ▽ More","Submitted 9 November, 2018; originally announced December 2018."
1084,https://arxiv.org/abs/1812.04216,https://arxiv.org/pdf/1812.04216,Privacy-preserving data aggregation in resource-constrained sensor nodes in Internet of Things: A review,"Authors: Inayat Ali, Sonia Sabir, Eraj Khan","Abstract: …and getting more attention than any other issue with the notion of the Internet of Things (IoT). Since IoT has many application areas including smart home, smart grids, smart healthcare system, smart and intelligent transportation and many more. Most of these applications are fueled by the resource-constrained sensor network, such as Smart… ▽ More","Submitted 10 December, 2018; originally announced December 2018."
1085,https://arxiv.org/abs/1812.03940,https://arxiv.org/pdf/1812.03940,Rapid Prototyping Model for Healthcare Alternative Payment Models: Replicating the Federally Qualified Health Center Advanced Primary Care Practice Demonstration,"Authors: Jarrod Olson, Amir Rahimi, Po Hsu Allen Chen, J. Elizabeth Jackson, Tyler Coy, Adrienne Cocci, Nancy McMillan, Jeff Geppert","Abstract: Innovation in healthcare payment and service delivery utilizes high cost, high risk pilots paired with traditional program evaluations. Decision-makers are unable to reliably forecast the impacts of pilot interventions in this complex system, complicating the feasibility assessment of proposed… ▽ More","Submitted 10 December, 2018; originally announced December 2018."
1086,https://arxiv.org/abs/1812.03902,https://arxiv.org/pdf/1812.03902,Fast Node Cardinality Estimation and Cognitive MAC Protocol Design for Heterogeneous Machine-to-Machine Networks,"Authors: Sachin Kadam, Chaitanya S. Raut, Amandeep Meena, Gaurav S. Kasbekar","Abstract: Machine-to-Machine (M2M) networks are an emerging technology with applications in numerous areas including smart grids, smart cities, vehicular telematics, and healthcare. In this paper, we design two estimation protocols for rapidly obtaining separate estimates of the number of active nodes of each traffic type in a heterogeneous M2M network with
T
types… ▽ More","Submitted 10 December, 2018; originally announced December 2018."
